# x
0.000000000000000000e+00 3.053740598261356354e-02
0.000000000000000000e+00 2.860200405120849609e-02
0.000000000000000000e+00 4.067685082554817200e-02
1.000000000000000000e+00 4.352334886789321899e-03
1.000000000000000000e+00 2.465427108108997345e-02
1.000000000000000000e+00 2.355862967669963837e-02
0.000000000000000000e+00 1.618739031255245209e-02
1.000000000000000000e+00 4.257977008819580078e-02
1.000000000000000000e+00 4.612238705158233643e-02
1.000000000000000000e+00 3.830608353018760681e-02
0.000000000000000000e+00 4.186160489916801453e-02
0.000000000000000000e+00 2.747246623039245605e-02
1.000000000000000000e+00 5.703502800315618515e-03
1.000000000000000000e+00 3.220433741807937622e-02
1.000000000000000000e+00 3.296925500035285950e-02
1.000000000000000000e+00 1.287947781383991241e-02
0.000000000000000000e+00 2.000245498493313789e-03
1.000000000000000000e+00 1.724089309573173523e-02
1.000000000000000000e+00 2.658891119062900543e-02
1.000000000000000000e+00 3.528711572289466858e-02
0.000000000000000000e+00 1.246657036244869232e-02
0.000000000000000000e+00 1.729382638586685061e-04
0.000000000000000000e+00 4.709563404321670532e-02
1.000000000000000000e+00 2.098825015127658844e-02
1.000000000000000000e+00 1.702024601399898529e-03
1.000000000000000000e+00 6.425626110285520554e-03
0.000000000000000000e+00 5.031498149037361145e-03
0.000000000000000000e+00 3.090498503297567368e-03
0.000000000000000000e+00 1.452847477048635483e-02
1.000000000000000000e+00 3.624736890196800232e-02
1.000000000000000000e+00 4.494737088680267334e-02
0.000000000000000000e+00 4.268550127744674683e-02
0.000000000000000000e+00 3.576084971427917480e-02
1.000000000000000000e+00 1.335390377789735794e-02
0.000000000000000000e+00 8.352275006473064423e-03
1.000000000000000000e+00 3.905921429395675659e-02
0.000000000000000000e+00 7.648041937500238419e-03
0.000000000000000000e+00 3.969044610857963562e-02
0.000000000000000000e+00 1.163437217473983765e-02
1.000000000000000000e+00 3.943889215588569641e-02
1.000000000000000000e+00 2.065725065767765045e-02
0.000000000000000000e+00 2.559088170528411865e-02
1.000000000000000000e+00 2.212059311568737030e-02
0.000000000000000000e+00 2.135062776505947113e-02
0.000000000000000000e+00 4.172613844275474548e-02
1.000000000000000000e+00 1.971491985023021698e-02
0.000000000000000000e+00 1.229024957865476608e-02
0.000000000000000000e+00 3.817019984126091003e-02
1.000000000000000000e+00 3.481103107333183289e-02
0.000000000000000000e+00 3.066624142229557037e-02
0.000000000000000000e+00 4.877382889389991760e-02
0.000000000000000000e+00 2.112720347940921783e-02
1.000000000000000000e+00 2.533950842916965485e-02
0.000000000000000000e+00 2.301287651062011719e-02
0.000000000000000000e+00 3.768067434430122375e-02
0.000000000000000000e+00 2.162388525903224945e-02
0.000000000000000000e+00 4.650599136948585510e-02
0.000000000000000000e+00 1.350005250424146652e-02
0.000000000000000000e+00 9.507901035249233246e-03
1.000000000000000000e+00 4.972577467560768127e-02
1.000000000000000000e+00 2.847648039460182190e-02
0.000000000000000000e+00 1.068537961691617966e-02
1.000000000000000000e+00 2.152316644787788391e-02
0.000000000000000000e+00 4.323321953415870667e-02
0.000000000000000000e+00 2.224227972328662872e-02
0.000000000000000000e+00 3.392665088176727295e-02
1.000000000000000000e+00 1.310343574732542038e-02
0.000000000000000000e+00 2.633115462958812714e-02
0.000000000000000000e+00 4.848900809884071350e-02
0.000000000000000000e+00 2.226808574050664902e-04
1.000000000000000000e+00 2.580033242702484131e-02
1.000000000000000000e+00 3.473907709121704102e-02
1.000000000000000000e+00 3.615746274590492249e-02
0.000000000000000000e+00 4.032125696539878845e-02
